EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4
4375.897461,4323.717773,4360.641113,4366.666504,4397.436035,4335.897461,4358.846191,4312.820313,4310.384766,4330.512695,4556.153809,4405.512695,4423.846191,4524.615234
4371.794922,4316.922852,4357.692383,4361.794922,4393.589844,4337.179688,4363.077148,4317.692383,4309.871582,4326.538574,4556.922852,4404.615234,4424.102539,4523.974121
4364.487305,4309.615234,4347.94873,4356.410156,4390.128418,4344.230957,4367.94873,4329.102539,4314.358887,4327.94873,4555.128418,4401.410156,4419.487305,4521.794922
4362.94873,4308.205078,4342.692383,4355.256348,4384.487305,4338.717773,4369.230957,4340,4319.102539,4327.692383,4551.922852,4407.563965,4413.589844,4519.871582
4368.974121,4311.410156,4350.641113,4354.230957,4379.358887,4329.230957,4365.641113,4350.641113,4323.974121,4328.589844,4562.307617,4419.743652,4418.846191,4528.205078
4371.538574,4314.487305,4356.153809,4352.05127,4376.410156,4325.897461,4361.025879,4357.820313,4331.922852,4331.282227,4572.05127,4426.538574,4427.179688,4536.922852
4370.256348,4310.256348,4353.717773,4348.333496,4372.436035,4317.05127,4352.179688,4355.897461,4333.974121,4329.487305,4561.794922,4425.897461,4423.846191,4535.256348
4375.769043,4310.512695,4357.692383,4353.461426,4374.358887,4310.512695,4346.025879,4351.153809,4331.410156,4333.589844,4557.563965,4427.05127,4423.333496,4535.128418
4388.717773,4323.077148,4366.538574,4365.897461,4386.538574,4319.871582,4346.794922,4347.179688,4337.692383,4344.871582,4571.282227,4430.769043,4433.461426,4542.307617
4393.589844,4330.128418,4368.589844,4364.871582,4395.641113,4322.563965,4346.025879,4335.128418,4337.692383,4339.871582,4571.922852,4425.512695,4435.512695,4544.358887
4382.94873,4322.436035,4362.179688,4356.538574,4395,4313.974121,4341.922852,4317.563965,4322.179688,4326.666504,4555.641113,4412.563965,4425.769043,4535.384766
4370.769043,4314.615234,4352.307617,4357.179688,4394.230957,4315.641113,4340.512695,4308.333496,4312.179688,4325.128418,4542.307617,4401.794922,4417.94873,4520.512695
4365.641113,4312.94873,4342.692383,4358.077148,4392.94873,4320.384766,4342.94873,4305.641113,4304.102539,4318.974121,4529.102539,4392.307617,4406.922852,4507.692383
4362.820313,4312.05127,4339.615234,4353.333496,4387.692383,4318.077148,4345.769043,4304.102539,4294.871582,4305.512695,4517.05127,4385.512695,4396.025879,4503.461426
4365.256348,4313.205078,4344.358887,4352.692383,4385.897461,4318.589844,4349.230957,4309.615234,4300.384766,4306.153809,4518.461426,4391.410156,4397.563965,4507.179688
4366.922852,4309.743652,4343.461426,4350.384766,4386.282227,4323.589844,4354.102539,4321.666504,4310.512695,4311.282227,4521.922852,4403.333496,4401.666504,4509.871582
4360.512695,4300.897461,4338.077148,4342.692383,4385.512695,4325.128418,4355.897461,4328.461426,4312.05127,4311.922852,4524.102539,4408.461426,4402.563965,4508.717773
4357.436035,4299.615234,4338.333496,4341.922852,4386.794922,4320.769043,4353.461426,4333.846191,4319.230957,4318.333496,4531.794922,4409.102539,4409.487305,4510.128418
4358.846191,4302.94873,4336.410156,4341.922852,4386.282227,4316.410156,4351.153809,4341.282227,4328.205078,4322.179688,4534.487305,4407.05127,4412.436035,4507.436035
4352.820313,4297.820313,4328.077148,4330.769043,4379.358887,4311.025879,4346.410156,4339.615234,4322.820313,4313.717773,4522.94873,4400.256348,4402.563965,4492.94873
4348.205078,4292.05127,4326.153809,4320.256348,4377.179688,4308.974121,4339.615234,4335,4320.512695,4309.230957,4521.538574,4399.358887,4394.102539,4489.871582
4353.333496,4295.512695,4332.94873,4320.897461,4380.384766,4306.794922,4337.179688,4334.615234,4328.717773,4313.333496,4536.538574,4405.128418,4399.743652,4505.128418
4358.717773,4297.436035,4336.666504,4321.025879,4376.922852,4298.077148,4334.102539,4332.179688,4328.077148,4313.205078,4539.743652,4406.282227,4409.871582,4510
4364.230957,4296.922852,4340.897461,4321.282227,4375.512695,4293.589844,4330.384766,4324.487305,4320.384766,4310.641113,4534.230957,4405.769043,4414.743652,4504.102539
4366.666504,4300.128418,4348.077148,4326.922852,4384.615234,4297.307617,4332.179688,4319.230957,4319.102539,4313.974121,4534.615234,4403.974121,4416.025879,4507.820313
4359.358887,4300.512695,4342.307617,4327.436035,4392.563965,4298.717773,4331.922852,4314.615234,4317.94873,4310.641113,4529.230957,4393.846191,4412.692383,4504.871582
4354.615234,4297.94873,4330.512695,4326.025879,4395.641113,4298.846191,4327.94873,4312.05127,4310.256348,4300.384766,4520.897461,4388.846191,4404.358887,4492.692383
4356.410156,4297.94873,4332.820313,4331.025879,4396.922852,4304.615234,4329.487305,4316.666504,4306.666504,4297.94873,4520.512695,4394.230957,4396.025879,4491.282227
4358.461426,4301.282227,4343.205078,4336.282227,4396.666504,4309.871582,4336.025879,4318.846191,4308.205078,4301.666504,4522.307617,4398.205078,4394.487305,4493.589844
4361.153809,4305.641113,4346.282227,4341.153809,4397.436035,4313.974121,4343.205078,4320.512695,4311.922852,4303.846191,4527.179688,4402.436035,4403.205078,4496.153809
4360.128418,4305.512695,4343.589844,4345.256348,4395.512695,4316.538574,4345.897461,4326.282227,4315.512695,4306.922852,4535.769043,4406.794922,4410.256348,4502.692383
4357.563965,4299.871582,4343.846191,4339.102539,4388.077148,4312.820313,4342.05127,4328.846191,4315.897461,4310.512695,4537.820313,4409.615234,4408.846191,4506.794922
4360.256348,4295.897461,4346.922852,4328.589844,4379.102539,4310.641113,4338.589844,4327.436035,4313.077148,4306.410156,4538.077148,4415,4406.410156,4508.077148
4360,4293.846191,4344.358887,4324.615234,4372.307617,4307.94873,4335.384766,4324.743652,4311.410156,4296.282227,4535,4415.256348,4402.436035,4504.358887
4355.769043,4293.589844,4339.230957,4325.769043,4374.102539,4303.846191,4333.974121,4322.05127,4310.897461,4295.769043,4524.743652,4408.205078,4395.384766,4493.461426
4359.487305,4298.974121,4341.922852,4327.179688,4379.743652,4304.871582,4336.410156,4319.358887,4312.307617,4303.333496,4528.205078,4409.743652,4400.769043,4494.358887
4356.153809,4302.563965,4342.307617,4320.384766,4375.256348,4303.589844,4334.743652,4317.563965,4313.846191,4301.410156,4537.179688,4412.179688,4414.102539,4504.487305
4341.666504,4296.538574,4327.563965,4307.692383,4370.128418,4295.769043,4327.179688,4312.179688,4310.256348,4289.615234,4527.820313,4401.922852,4405.897461,4494.358887
4342.307617,4292.179688,4322.436035,4306.153809,4375.897461,4293.077148,4327.820313,4309.102539,4307.820313,4291.410156,4519.871582,4398.846191,4397.563965,4483.461426
4353.205078,4295.769043,4332.692383,4309.102539,4377.563965,4295.128418,4333.205078,4309.487305,4310.256348,4297.307617,4527.436035,4405.512695,4405.641113,4492.307617
4352.307617,4296.025879,4331.538574,4302.436035,4372.436035,4291.922852,4329.230957,4306.922852,4308.205078,4287.436035,4524.487305,4402.05127,4401.794922,4493.205078
4349.615234,4294.102539,4326.538574,4302.692383,4378.974121,4292.436035,4330.256348,4309.871582,4307.05127,4279.358887,4520.897461,4403.333496,4398.717773,4487.94873
4352.436035,4299.102539,4332.307617,4313.077148,4392.179688,4299.487305,4342.436035,4317.820313,4307.307617,4281.666504,4531.153809,4412.820313,4406.538574,4492.692383
4357.307617,4307.05127,4338.333496,4322.179688,4398.333496,4304.615234,4346.282227,4321.666504,4304.615234,4282.692383,4532.307617,4407.692383,4403.077148,4494.743652
4360.769043,4310.128418,4338.846191,4332.436035,4400.512695,4306.410156,4338.846191,4321.538574,4305.897461,4281.282227,4522.05127,4394.358887,4395,4485.641113
4361.666504,4312.179688,4343.589844,4343.974121,4405.641113,4307.94873,4337.05127,4324.743652,4311.666504,4280.641113,4521.922852,4391.922852,4395.256348,4482.94873
4361.025879,4315.641113,4348.589844,4347.820313,4408.461426,4312.307617,4340,4328.333496,4312.436035,4278.077148,4520.384766,4394.230957,4388.333496,4485.256348
4356.922852,4310.512695,4342.692383,4339.102539,4401.666504,4309.743652,4333.717773,4320.512695,4309.102539,4275.641113,4508.589844,4392.179688,4378.717773,4480.384766
4352.692383,4306.538574,4336.282227,4328.974121,4395.769043,4304.102539,4327.179688,4310.769043,4307.05127,4278.333496,4512.05127,4393.461426,4384.743652,4480.384766
4353.461426,4315.897461,4337.05127,4330.384766,4401.538574,4305,4328.717773,4309.487305,4305.641113,4284.743652,4523.974121,4396.025879,4395.128418,4488.461426
4357.436035,4322.307617,4340,4335.256348,4404.230957,4306.538574,4328.717773,4309.230957,4307.179688,4289.615234,4527.179688,4394.743652,4402.436035,4490.897461
4359.871582,4321.538574,4340.512695,4335.512695,4402.563965,4308.333496,4327.05127,4308.717773,4310.769043,4290.769043,4534.487305,4395.256348,4407.179688,4489.615234
4362.94873,4325.256348,4341.922852,4339.102539,4405.256348,4310.384766,4328.974121,4309.358887,4312.436035,4291.538574,4537.563965,4397.692383,4411.025879,4493.205078
4361.282227,4329.487305,4340.256348,4341.794922,4403.717773,4303.717773,4325.128418,4306.410156,4312.307617,4289.743652,4526.025879,4394.230957,4411.922852,4493.205078
4356.282227,4324.615234,4334.230957,4332.94873,4399.743652,4293.461426,4317.179688,4300.384766,4305,4282.179688,4520.128418,4386.538574,4406.666504,4489.743652
4359.743652,4319.230957,4334.487305,4327.692383,4404.358887,4297.820313,4315.128418,4298.461426,4297.563965,4277.179688,4525.897461,4386.794922,4405.256348,4492.692383
4359.743652,4317.05127,4336.538574,4325.256348,4403.077148,4300,4314.871582,4296.025879,4296.666504,4280.897461,4526.538574,4390.128418,4406.922852,4493.846191
4351.794922,4312.307617,4332.820313,4312.436035,4394.487305,4288.077148,4311.282227,4292.436035,4292.820313,4279.615234,4525.256348,4388.205078,4400.897461,4490.256348
4349.230957,4309.615234,4327.563965,4306.666504,4397.179688,4287.05127,4309.743652,4293.205078,4289.615234,4270.256348,4525.641113,4384.358887,4395.769043,4488.333496
4350.256348,4313.333496,4327.307617,4318.461426,4404.358887,4297.820313,4312.307617,4300.128418,4299.230957,4270.384766,4523.717773,4379.230957,4399.871582,4486.153809
4351.794922,4321.025879,4331.025879,4333.333496,4408.846191,4300.641113,4318.077148,4310.641113,4312.563965,4280.512695,4522.94873,4375.128418,4401.538574,4480
4353.717773,4322.436035,4331.153809,4337.436035,4414.615234,4295.512695,4319.358887,4306.282227,4311.282227,4282.179688,4521.922852,4372.820313,4398.077148,4475.897461
4351.794922,4315.897461,4328.589844,4335.128418,4411.282227,4294.487305,4315.256348,4295.128418,4303.461426,4276.666504,4520.897461,4371.666504,4393.589844,4473.846191
4350.128418,4311.922852,4330.384766,4339.230957,4404.743652,4297.05127,4317.436035,4303.461426,4305.384766,4278.333496,4519.871582,4378.077148,4389.615234,4475.769043
4350.641113,4311.794922,4331.922852,4340.256348,4405.897461,4294.743652,4318.974121,4309.358887,4304.230957,4274.615234,4512.820313,4380.256348,4384.102539,4474.358887
4344.102539,4308.461426,4323.974121,4328.333496,4402.692383,4291.794922,4313.589844,4295.256348,4293.846191,4261.922852,4501.153809,4367.563965,4377.179688,4462.307617
4341.922852,4307.179688,4326.538574,4324.615234,4401.666504,4296.153809,4315.897461,4297.179688,4297.94873,4266.153809,4502.563965,4369.358887,4380.897461,4462.94873
4353.846191,4314.230957,4342.692383,4338.333496,4409.487305,4300.641113,4321.666504,4319.102539,4312.820313,4283.077148,4520.128418,4390.384766,4393.974121,4483.589844
4362.820313,4324.102539,4348.333496,4345.769043,4410.769043,4296.922852,4320.512695,4320.128418,4315.128418,4291.794922,4534.102539,4397.307617,4403.333496,4495.384766
4369.230957,4329.615234,4350.897461,4341.922852,4407.563965,4293.974121,4321.538574,4311.025879,4309.871582,4293.974121,4540.512695,4396.282227,4407.94873,4497.179688
4381.410156,4332.179688,4364.871582,4341.794922,4411.153809,4295.128418,4324.487305,4318.461426,4312.692383,4296.410156,4551.410156,4410.897461,4418.717773,4509.358887
4388.205078,4334.743652,4376.153809,4347.436035,4415.256348,4295,4324.358887,4327.436035,4317.692383,4296.922852,4560.512695,4424.230957,4427.563965,4523.333496
4387.692383,4336.025879,4376.666504,4354.102539,4414.487305,4297.179688,4327.436035,4326.794922,4317.692383,4298.077148,4560.512695,4426.538574,4428.974121,4523.077148
4385.641113,4332.820313,4370.897461,4351.282227,4413.846191,4302.179688,4328.717773,4325,4316.538574,4294.871582,4557.307617,4425.384766,4422.179688,4514.487305
4381.794922,4326.794922,4364.358887,4342.94873,4414.230957,4306.666504,4330.512695,4325.512695,4318.077148,4282.94873,4550.256348,4421.282227,4410.384766,4510
4373.205078,4319.230957,4360.897461,4342.820313,4415.641113,4312.05127,4337.820313,4327.563965,4321.410156,4276.794922,4540.128418,4416.922852,4404.615234,4506.410156
4360.641113,4313.589844,4351.666504,4342.94873,4411.794922,4312.820313,4336.282227,4328.077148,4318.333496,4278.846191,4538.846191,4403.846191,4401.666504,4495.512695
4353.333496,4312.179688,4339.487305,4337.436035,4403.589844,4307.563965,4325.384766,4320.384766,4312.692383,4279.615234,4533.974121,4388.974121,4395.769043,4481.282227
4356.794922,4313.205078,4343.333496,4337.436035,4406.025879,4305.384766,4324.358887,4315.897461,4311.282227,4276.410156,4523.974121,4390.769043,4392.94873,4480.256348
4360.769043,4313.461426,4351.025879,4342.179688,4412.692383,4310.384766,4327.563965,4321.282227,4313.974121,4279.743652,4527.692383,4396.410156,4394.358887,4486.538574
4359.743652,4316.666504,4348.461426,4342.94873,4410.128418,4312.820313,4323.461426,4326.153809,4322.563965,4288.205078,4538.333496,4392.820313,4396.794922,4483.333496
4357.05127,4317.307617,4345.512695,4340.512695,4403.205078,4308.205078,4321.410156,4323.974121,4327.94873,4289.743652,4539.358887,4390.128418,4398.077148,4480.512695
4355.897461,4315.769043,4345.384766,4336.282227,4405.512695,4308.077148,4321.153809,4322.307617,4325,4289.615234,4538.461426,4393.589844,4398.333496,4481.794922
4355.512695,4319.102539,4344.102539,4333.205078,4413.077148,4311.025879,4316.794922,4322.05127,4321.410156,4291.666504,4538.717773,4395.128418,4396.794922,4481.153809
4356.666504,4321.025879,4343.205078,4334.102539,4413.846191,4307.563965,4315,4316.153809,4320,4292.436035,4535.769043,4395,4396.153809,4482.307617
4358.846191,4315.384766,4343.461426,4334.743652,4411.410156,4303.589844,4322.307617,4311.538574,4317.692383,4292.307617,4537.05127,4397.436035,4397.692383,4489.615234
4362.820313,4313.974121,4350.512695,4337.94873,4410.512695,4309.102539,4334.871582,4322.436035,4320.256348,4295.641113,4543.077148,4406.538574,4405.512695,4499.615234
4363.974121,4314.615234,4358.461426,4342.692383,4404.743652,4311.794922,4342.05127,4334.487305,4321.153809,4296.794922,4540.897461,4416.025879,4413.333496,4503.077148
4366.538574,4310.897461,4358.333496,4343.589844,4393.846191,4303.461426,4340.384766,4331.025879,4313.717773,4293.589844,4537.692383,4418.846191,4412.563965,4504.487305
4373.717773,4313.205078,4359.487305,4341.794922,4386.794922,4299.102539,4337.692383,4328.974121,4312.307617,4298.205078,4546.922852,4422.05127,4412.820313,4508.461426
4372.05127,4318.205078,4359.102539,4341.922852,4383.077148,4304.487305,4337.692383,4335.641113,4321.282227,4310.256348,4553.461426,4425.512695,4420.256348,4514.615234
4361.282227,4312.94873,4348.589844,4345.641113,4380.256348,4309.615234,4332.436035,4339.743652,4328.846191,4318.846191,4544.871582,4422.820313,4423.846191,4511.922852
4356.153809,4306.153809,4340.128418,4349.487305,4380.384766,4302.94873,4320.128418,4331.794922,4326.922852,4313.205078,4533.333496,4409.871582,4417.692383,4499.358887
4356.025879,4305.897461,4338.589844,4350.769043,4380.384766,4294.743652,4308.333496,4317.179688,4319.487305,4301.153809,4524.743652,4395.256348,4405.769043,4489.871582
4358.974121,4309.102539,4334.871582,4356.794922,4379.743652,4301.410156,4307.307617,4313.846191,4317.692383,4299.615234,4519.743652,4396.794922,4399.487305,4487.820313
4363.333496,4314.102539,4334.743652,4368.205078,4382.563965,4310.384766,4313.077148,4316.025879,4321.538574,4300.384766,4523.205078,4404.743652,4402.179688,4492.436035
4364.743652,4313.846191,4340.769043,4369.615234,4385.641113,4308.846191,4314.615234,4310.512695,4318.333496,4298.077148,4520.384766,4402.820313,4402.563965,4492.563965
4361.025879,4307.05127,4342.820313,4362.436035,4382.307617,4305.897461,4313.461426,4303.589844,4310.128418,4291.666504,4506.922852,4398.589844,4395.897461,4486.410156
4362.692383,4308.589844,4342.307617,4362.820313,4379.487305,4308.205078,4314.230957,4304.230957,4307.436035,4284.743652,4509.230957,4402.563965,4394.871582,4489.487305
4371.410156,4312.307617,4349.102539,4368.077148,4383.077148,4308.589844,4320.128418,4306.666504,4309.487305,4286.922852,4521.666504,4410.384766,4406.153809,4499.871582
4381.922852,4310.512695,4359.743652,4368.205078,4388.077148,4313.077148,4332.179688,4314.358887,4315.769043,4297.05127,4525.512695,4421.538574,4413.589844,4509.102539
4384.230957,4310.256348,4362.94873,4361.538574,4383.461426,4312.820313,4338.205078,4325.256348,4321.794922,4300.897461,4524.871582,4429.615234,4407.563965,4512.692383
4377.563965,4310.256348,4356.794922,4354.615234,4373.077148,4299.358887,4330.128418,4324.358887,4318.077148,4294.743652,4519.487305,4423.589844,4400.897461,4507.307617
4383.846191,4310.256348,4360.769043,4358.077148,4374.230957,4296.410156,4327.307617,4329.358887,4318.461426,4297.563965,4515.897461,4421.922852,4407.05127,4507.692383
4401.410156,4315.384766,4375,4367.692383,4382.307617,4304.615234,4333.333496,4348.461426,4332.179688,4310,4530.256348,4437.94873,4416.922852,4523.974121
4399.871582,4316.538574,4373.846191,4366.025879,4379.743652,4301.922852,4328.077148,4349.230957,4336.922852,4314.615234,4541.025879,4442.436035,4417.307617,4527.94873
4386.410156,4310.897461,4363.461426,4361.025879,4374.102539,4291.025879,4314.487305,4329.230957,4325.641113,4310.641113,4528.717773,4428.205078,4413.205078,4511.794922
4384.743652,4311.025879,4363.717773,4366.153809,4376.666504,4291.666504,4309.230957,4323.717773,4322.94873,4310.897461,4520.256348,4421.153809,4411.666504,4505.384766
4385.256348,4312.94873,4361.025879,4366.922852,4382.05127,4302.307617,4317.820313,4331.025879,4328.333496,4312.307617,4527.179688,4421.922852,4414.743652,4507.436035
4372.179688,4306.794922,4345.128418,4357.436035,4383.717773,4310.512695,4329.102539,4322.563965,4322.05127,4303.077148,4523.974121,4415,4411.794922,4497.563965
4356.794922,4297.307617,4332.94873,4352.179688,4381.922852,4315.384766,4331.794922,4309.358887,4311.538574,4295.384766,4507.179688,4404.615234,4397.692383,4485.512695
4353.846191,4297.563965,4334.871582,4359.871582,4384.487305,4319.102539,4332.94873,4309.487305,4310.897461,4296.922852,4502.436035,4401.922852,4395.128418,4484.871582
4361.538574,4303.846191,4341.282227,4366.410156,4394.743652,4323.333496,4338.333496,4317.436035,4317.179688,4300,4515.256348,4407.436035,4404.230957,4489.743652
4361.922852,4301.025879,4340.256348,4360.384766,4396.538574,4320.769043,4338.846191,4323.974121,4319.358887,4297.94873,4521.025879,4412.563965,4401.153809,4489.230957
4359.358887,4301.922852,4341.794922,4361.153809,4393.461426,4317.692383,4337.94873,4326.282227,4318.589844,4295.512695,4521.282227,4414.102539,4399.487305,4488.974121
4371.922852,4314.487305,4355.897461,4377.05127,4406.025879,4323.717773,4343.077148,4326.922852,4322.692383,4302.179688,4530.641113,4422.307617,4414.615234,4502.820313
4383.846191,4316.794922,4363.077148,4379.102539,4415.256348,4322.563965,4339.230957,4321.025879,4321.025879,4305.641113,4532.94873,4425,4417.94873,4512.436035
4376.666504,4310.512695,4357.179688,4363.205078,4404.743652,4312.820313,4329.230957,4314.743652,4312.692383,4297.692383,4523.717773,4414.230957,4405.512695,4500
4362.820313,4308.846191,4347.563965,4351.666504,4396.922852,4308.589844,4323.717773,4313.589844,4309.102539,4292.563965,4517.94873,4405.256348,4400.384766,4488.846191
4354.230957,4302.179688,4337.820313,4344.102539,4397.563965,4308.589844,4316.410156,4310.769043,4312.05127,4293.333496,4516.666504,4400.641113,4399.487305,4490.128418
4353.974121,4296.153809,4336.666504,4338.077148,4396.794922,4310.384766,4315.512695,4306.794922,4314.487305,4294.487305,4517.692383,4401.538574,4401.153809,4492.563965
4357.307617,4304.102539,4342.436035,4342.179688,4397.179688,4315.128418,4321.282227,4310,4317.820313,4296.922852,4522.307617,4406.153809,4409.358887,4492.05127
4354.743652,4308.461426,4338.717773,4348.589844,4398.717773,4313.846191,4320.769043,4318.205078,4325.256348,4300.256348,4522.307617,4403.333496,4413.205078,4488.846191
4353.846191,4306.025879,4334.358887,4350,4401.282227,4311.282227,4320.384766,4319.358887,4327.05127,4302.692383,4519.358887,4397.307617,4409.102539,4486.794922
4359.743652,4310.769043,4339.358887,4350.769043,4410.256348,4319.358887,4328.205078,4314.102539,4321.410156,4303.205078,4521.538574,4399.230957,4405.512695,4491.153809
4356.794922,4311.538574,4338.589844,4351.025879,4413.717773,4323.333496,4329.230957,4310,4316.922852,4296.666504,4524.102539,4402.05127,4406.025879,4491.153809
4342.563965,4302.436035,4328.974121,4347.94873,4404.743652,4318.333496,4323.205078,4309.743652,4316.410156,4288.589844,4517.563965,4393.717773,4399.615234,4477.692383
4344.230957,4306.025879,4330.512695,4351.794922,4402.94873,4323.205078,4325.256348,4307.820313,4313.205078,4288.717773,4506.922852,4388.589844,4393.717773,4473.589844
4359.743652,4316.666504,4342.05127,4359.871582,4410.641113,4326.794922,4328.846191,4307.94873,4312.307617,4291.538574,4510.256348,4396.025879,4401.153809,4482.307617
4360.512695,4315.512695,4343.461426,4359.358887,4411.153809,4319.102539,4327.820313,4314.358887,4322.05127,4294.615234,4523.077148,4403.333496,4409.487305,4485.897461
4355.897461,4314.230957,4339.615234,4360.128418,4410.769043,4315.641113,4323.333496,4316.410156,4323.589844,4295,4525,4402.05127,4408.974121,4486.025879
4363.077148,4321.153809,4344.102539,4368.717773,4414.871582,4318.589844,4320.897461,4311.025879,4314.487305,4291.666504,4523.461426,4399.743652,4411.538574,4491.666504
4368.717773,4323.205078,4349.102539,4370.384766,4415,4322.436035,4326.922852,4310.256348,4314.615234,4292.307617,4529.615234,4401.538574,4417.05127,4494.615234
4362.820313,4321.025879,4347.179688,4366.922852,4413.974121,4324.102539,4332.179688,4315.897461,4323.333496,4294.615234,4532.307617,4402.563965,4414.743652,4490.641113
4363.589844,4321.410156,4350.256348,4364.358887,4416.025879,4317.05127,4324.743652,4318.717773,4325.641113,4296.282227,4533.205078,4406.922852,4415.128418,4493.589844
4370.256348,4323.589844,4353.333496,4360.128418,4415,4308.205078,4315.128418,4307.563965,4316.666504,4297.179688,4535.897461,4407.307617,4417.820313,4496.410156
4370.128418,4328.461426,4350,4361.538574,4412.94873,4313.077148,4319.102539,4294.487305,4307.94873,4294.743652,4535,4401.282227,4412.820313,4492.94873
4372.563965,4330.384766,4355.256348,4366.794922,4416.666504,4317.94873,4322.436035,4302.436035,4311.666504,4292.436035,4539.487305,4408.846191,4415.512695,4499.230957
4377.563965,4325.256348,4365.769043,4361.666504,4420.897461,4313.205078,4316.666504,4314.487305,4317.307617,4297.05127,4542.820313,4422.307617,4425.512695,4509.871582
4369.743652,4318.717773,4355.512695,4350.769043,4420.769043,4311.666504,4312.692383,4305.128418,4313.077148,4296.538574,4532.179688,4413.205078,4419.358887,4503.974121
4348.461426,4310.128418,4327.436035,4340.384766,4416.153809,4309.871582,4308.974121,4290.897461,4306.794922,4283.974121,4520.897461,4386.282227,4399.230957,4483.077148
4337.307617,4305.128418,4318.205078,4333.077148,4410.256348,4307.692383,4306.410156,4295.128418,4308.205078,4277.692383,4515.769043,4372.563965,4394.358887,4472.179688
4342.692383,4308.974121,4328.846191,4336.282227,4414.871582,4312.692383,4312.94873,4306.153809,4314.102539,4283.205078,4509.615234,4378.461426,4400.512695,4474.358887
4350.512695,4310.256348,4334.871582,4347.692383,4426.153809,4318.461426,4318.974121,4307.436035,4314.743652,4283.205078,4509.358887,4384.487305,4395.128418,4474.871582
4355.769043,4312.179688,4344.102539,4356.666504,4429.871582,4319.487305,4317.307617,4306.922852,4310.384766,4279.487305,4519.230957,4389.615234,4391.922852,4476.922852
4361.666504,4321.794922,4354.743652,4359.743652,4426.282227,4321.538574,4319.358887,4312.820313,4314.102539,4288.205078,4529.358887,4399.871582,4404.102539,4487.820313
4363.717773,4324.871582,4350.384766,4357.94873,4423.077148,4319.743652,4317.692383,4313.846191,4317.94873,4295.769043,4535.128418,4404.743652,4412.05127,4493.205078
4362.692383,4322.05127,4345.897461,4358.461426,4424.358887,4317.05127,4312.436035,4308.717773,4313.077148,4292.692383,4543.333496,4406.410156,4410.897461,4493.077148
4372.179688,4328.717773,4358.333496,4365.256348,4429.230957,4323.205078,4319.871582,4314.743652,4317.436035,4298.333496,4557.05127,4418.205078,4418.333496,4506.922852
4383.333496,4335.641113,4369.102539,4372.563965,4430.256348,4326.666504,4327.179688,4321.410156,4329.102539,4306.922852,4566.794922,4426.922852,4429.615234,4517.307617
4380.128418,4333.077148,4365.512695,4370.769043,4426.153809,4322.307617,4323.974121,4312.05127,4325.641113,4300.128418,4559.102539,4419.871582,4429.615234,4511.282227
4376.538574,4331.538574,4362.692383,4365.641113,4427.307617,4323.717773,4327.307617,4309.871582,4322.05127,4296.538574,4552.436035,4418.077148,4425.641113,4512.05127
4383.589844,4335.512695,4369.615234,4367.05127,4430.641113,4329.487305,4331.666504,4324.102539,4329.487305,4305,4565.128418,4431.410156,4429.487305,4524.358887
4386.922852,4337.94873,4375.384766,4367.563965,4430,4326.794922,4325.897461,4328.846191,4330.384766,4303.589844,4568.461426,4436.282227,4430,4526.666504
4380.256348,4334.615234,4372.94873,4365.128418,4432.820313,4325.128418,4326.282227,4325.256348,4323.846191,4295.256348,4556.410156,4428.846191,4421.153809,4518.461426
4369.871582,4328.461426,4365.384766,4362.05127,4434.487305,4327.307617,4334.102539,4324.871582,4317.820313,4287.307617,4549.487305,4421.410156,4411.410156,4511.410156
4358.589844,4323.589844,4349.871582,4351.410156,4427.692383,4322.94873,4328.333496,4317.307617,4310,4278.846191,4538.846191,4407.563965,4403.333496,4499.230957
4347.94873,4318.333496,4331.410156,4337.436035,4422.820313,4320.512695,4318.461426,4308.077148,4307.94873,4281.538574,4522.94873,4387.692383,4396.282227,4481.922852
4343.077148,4316.153809,4329.358887,4337.436035,4424.743652,4324.230957,4322.94873,4311.922852,4316.153809,4294.358887,4526.153809,4383.461426,4397.820313,4478.333496
4351.025879,4324.743652,4342.179688,4348.461426,4427.563965,4325.641113,4329.487305,4322.563965,4328.717773,4303.077148,4540.256348,4398.846191,4408.717773,4488.846191
4362.436035,4330.384766,4348.589844,4354.487305,4427.692383,4324.487305,4324.230957,4326.666504,4337.05127,4305.384766,4540.769043,4407.820313,4413.717773,4493.974121
4360.897461,4326.025879,4345.641113,4355.256348,4426.025879,4325.512695,4317.94873,4325.384766,4337.692383,4305.769043,4542.94873,4404.743652,4411.666504,4493.205078
4357.94873,4327.692383,4346.922852,4357.563965,4428.717773,4328.077148,4322.179688,4326.538574,4340.384766,4305.641113,4554.358887,4411.025879,4416.410156,4500.256348
4363.974121,4330.128418,4353.205078,4360.512695,4432.307617,4327.563965,4323.974121,4329.230957,4342.94873,4303.717773,4557.692383,4421.794922,4421.794922,4508.333496
4362.179688,4326.025879,4352.307617,4357.436035,4428.205078,4324.743652,4320.512695,4326.025879,4334.615234,4294.487305,4550.769043,4417.820313,4417.820313,4503.333496
4355,4326.922852,4347.179688,4352.05127,4426.025879,4326.794922,4326.538574,4322.179688,4325.128418,4291.666504,4543.077148,4406.794922,4412.05127,4494.358887
